loan_id,applicant_age,gender,marital_status,employee_status,residence_type,loan_purpose, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value,loan_interest,loan_percent_income,active_loans, loan_status
504,73,Women,Single,employed,OWN,Home Renovation,2200000,7000000,20,756,3600000,3900000,5700000,1200000,8.13,0,2, Approved
505,70,Men,Single,self employed,MORTGAGE,Vehicle,8600000,19200000,4,868,20400000,1500000,32800000,9300000,3.04,20,5, Approved
506,72,Women,Married,student,RENT,Personal,2000000,7200000,10,838,2500000,300000,7600000,1000000,5.55,4,2, Approved
507,52,Men,Married,student,RENT,Vehicle,4200000,15900000,14,375,7200000,7900000,16200000,3000000,3.14,10,5, Rejected
508,39,Women,Single,self employed,OWN,Vehicle,5100000,12500000,18,778,3300000,1000000,14800000,3200000,9.58,12,2, Approved
509,33,Women,Single,student,OWN,Education,4100000,11200000,6,442,12200000,4100000,10000000,4500000,3.09,11,4, Rejected
510,36,Women,Married,student,MORTGAGE,Medical,9900000,39500000,12,808,11800000,3700000,30200000,13500000,1.7,15,2, Approved
511,78,Men,Single,self employed,RENT,Personal,3200000,9000000,20,372,2700000,2800000,7200000,3800000,5.71,9,1, Rejected
512,49,Men,Married,employed,RENT,Home Renovation,5500000,19000000,4,597,1100000,4000000,18700000,5300000,1.56,10,1, Approved
513,40,Men,Single,student,RENT,Education,7800000,29100000,20,435,21100000,13000000,17300000,9700000,2.71,20,4, Rejected
514,50,Women,Single,self employed,RENT,Home Renovation,3400000,9700000,20,728,1500000,1500000,7300000,2400000,4.28,5,5, Approved
515,28,Women,Single,student,MORTGAGE,Education,7900000,25900000,14,373,10900000,14300000,27700000,7600000,3.08,2,4, Rejected
516,36,Men,Single,self employed,RENT,Education,8900000,18500000,10,367,6100000,0,32000000,10300000,2.58,11,4, Rejected
517,24,Men,Single,employed,RENT,Business,7300000,19100000,14,552,2000000,13400000,16800000,4000000,1.91,2,4, Approved
518,32,Women,Married,self employed,RENT,Education,3300000,10600000,8,465,500000,4400000,7300000,2800000,7.38,5,1, Rejected
519,60,Men,Married,employed,RENT,Education,2900000,10500000,8,607,4400000,5500000,7600000,3800000,1.85,3,2, Approved
520,24,Men,Single,employed,OWN,Education,500000,1300000,4,427,1400000,500000,1800000,600000,7.95,11,4, Rejected
521,53,Women,Married,student,RENT,Home Renovation,7200000,21200000,4,711,10800000,4200000,24900000,5700000,9.69,9,2, Approved
522,50,Men,Married,self employed,OWN,Vehicle,8300000,24100000,14,823,5900000,700000,24000000,7700000,9.73,10,1, Approved
523,68,Women,Married,self employed,MORTGAGE,Education,8700000,20500000,6,523,19300000,6500000,23700000,4800000,9.14,16,5, Rejected
524,65,Men,Married,self employed,RENT,Business,7100000,27900000,10,328,9000000,13400000,26500000,7700000,2.24,14,1, Rejected
525,20,Men,Married,student,MORTGAGE,Medical,9800000,28200000,12,721,15800000,6500000,21900000,9600000,0.32,10,2, Approved
526,26,Women,Single,self employed,OWN,Medical,6900000,17000000,20,599,18100000,9400000,26600000,4300000,6.94,4,5, Approved
527,75,Men,Single,student,RENT,Vehicle,2400000,5000000,14,580,5900000,4400000,5500000,3200000,8.6,9,1, Approved
528,47,Women,Single,employed,RENT,Medical,2100000,4900000,10,744,200000,2000000,5400000,1000000,5.37,12,5, Approved
529,47,Men,Married,student,RENT,Business,7200000,23900000,4,559,4200000,12200000,17800000,10800000,2.23,10,5, Approved
530,31,Women,Single,employed,RENT,Education,4600000,13500000,16,587,7700000,5900000,10600000,5000000,9.48,14,1, Approved
531,44,Women,Single,student,MORTGAGE,Personal,9900000,31800000,18,817,23400000,700000,32600000,11500000,3.35,9,1, Approved
532,53,Women,Married,student,RENT,Vehicle,300000,1000000,20,655,0,100000,1100000,400000,3.76,3,2, Approved
533,76,Women,Married,employed,RENT,Medical,6900000,23900000,6,382,17100000,6900000,21500000,8900000,0.56,7,3, Rejected
534,45,Men,Single,student,RENT,Education,1700000,4300000,6,765,5000000,1500000,3400000,900000,4.53,7,5, Approved
535,80,Women,Single,self employed,RENT,Personal,4400000,10000000,20,516,7400000,7600000,12200000,5100000,4.8,12,4, Rejected
536,23,Women,Single,self employed,MORTGAGE,Education,4300000,15000000,8,383,4700000,100000,9000000,4900000,9.67,2,4, Rejected
537,60,Women,Married,student,MORTGAGE,Business,3700000,14100000,6,633,800000,200000,11300000,3400000,8.16,0,1, Approved
538,75,Men,Married,student,MORTGAGE,Business,5900000,15200000,2,547,17100000,2000000,14700000,3600000,2.88,19,4, Rejected
539,39,Men,Single,student,OWN,Education,8600000,26300000,10,843,23300000,9800000,18100000,11300000,7.77,0,2, Approved
540,31,Women,Married,self employed,MORTGAGE,Medical,3400000,13200000,8,783,6500000,300000,13000000,4900000,6.26,13,1, Approved
541,22,Women,Single,student,MORTGAGE,Vehicle,1000000,3200000,14,790,1900000,100000,3600000,1100000,8.33,13,1, Approved
542,60,Men,Single,student,OWN,Education,4400000,14200000,16,409,12700000,1300000,12600000,4500000,6.52,4,2, Rejected
543,79,Women,Married,student,OWN,Business,3600000,7800000,14,376,9800000,6900000,11900000,3000000,5.36,15,1, Rejected
544,50,Men,Single,employed,OWN,Education,1400000,2700000,8,625,3100000,1800000,3400000,1000000,7.71,5,1, Approved
545,74,Men,Single,student,MORTGAGE,Vehicle,5300000,10900000,18,707,12900000,2600000,12700000,7600000,3.34,1,3, Approved
546,34,Women,Single,employed,OWN,Medical,9400000,20500000,6,645,17400000,13000000,24500000,10200000,9.3,0,1, Approved
547,27,Men,Married,employed,RENT,Personal,6600000,22100000,6,887,3600000,3500000,19800000,4700000,6.55,12,2, Approved
548,48,Women,Single,student,RENT,Medical,9800000,37600000,18,319,19200000,5100000,19900000,5100000,2.09,1,1, Rejected
549,30,Women,Single,self employed,RENT,Education,1900000,4900000,20,647,4100000,2100000,6800000,1700000,9.4,12,5, Approved
550,79,Women,Married,employed,RENT,Education,5800000,22500000,6,888,11900000,2600000,17100000,4800000,6.46,12,2, Approved
551,58,Women,Single,employed,OWN,Home Renovation,3100000,10400000,10,420,6900000,5900000,10000000,3500000,8.5,20,5, Rejected
552,77,Women,Married,employed,MORTGAGE,Personal,6800000,18400000,2,791,4000000,900000,20200000,9900000,9.45,14,1, Approved
553,63,Men,Married,self employed,RENT,Personal,4600000,16200000,12,891,5900000,1200000,10800000,3700000,2.82,18,2, Approved
554,74,Men,Single,employed,RENT,Education,200000,700000,16,641,600000,200000,600000,100000,4.24,10,5, Approved
555,32,Men,Married,self employed,OWN,Personal,9500000,22800000,6,319,200000,18800000,34100000,9400000,5.41,15,5, Rejected
556,62,Men,Single,student,RENT,Vehicle,6200000,22200000,20,819,13500000,6600000,21700000,8700000,3.36,18,4, Approved
557,48,Men,Married,student,MORTGAGE,Medical,9700000,32300000,18,387,11600000,14300000,20000000,5400000,2.53,17,4, Rejected
558,45,Women,Married,employed,MORTGAGE,Business,4200000,12300000,2,686,10500000,200000,15600000,4200000,8.86,1,2, Approved
559,67,Women,Single,self employed,RENT,Vehicle,5700000,12000000,4,415,15700000,900000,17300000,7400000,0.25,7,2, Rejected
560,69,Women,Single,student,RENT,Medical,200000,500000,6,885,-100000,0,300000,200000,1.16,4,2, Rejected
561,76,Women,Single,student,MORTGAGE,Personal,8000000,25500000,4,722,17200000,13900000,26200000,4900000,0.57,7,5, Approved
562,39,Men,Single,employed,MORTGAGE,Medical,5200000,20400000,20,761,4700000,1600000,14300000,6200000,0.89,5,4, Approved
563,55,Men,Married,employed,RENT,Medical,7100000,15200000,8,389,5900000,900000,24300000,5900000,2.94,20,4, Rejected
564,33,Women,Single,employed,MORTGAGE,Personal,9300000,27900000,12,600,2100000,4200000,29000000,6600000,3.49,2,5, Approved
565,40,Men,Married,student,RENT,Business,2000000,6100000,2,407,1900000,1900000,4600000,2000000,8.65,11,5, Approved
566,52,Women,Single,student,MORTGAGE,Vehicle,3900000,14000000,18,829,5200000,4000000,11600000,2700000,0.25,11,5, Approved
567,46,Women,Married,student,RENT,Education,2800000,5900000,6,895,1000000,3900000,10900000,1500000,2.77,14,3, Approved
568,25,Women,Single,self employed,OWN,Vehicle,3000000,11100000,12,441,8500000,2500000,7300000,2000000,0.4,16,1, Rejected
569,77,Men,Married,employed,RENT,Medical,4500000,9800000,16,895,9800000,8200000,13900000,5500000,7.89,7,2, Approved
570,69,Women,Single,employed,MORTGAGE,Education,1900000,4300000,4,826,2400000,0,7000000,900000,1.67,8,2, Approved
571,74,Women,Single,employed,RENT,Medical,2300000,7200000,8,453,3000000,2100000,8100000,3400000,7.45,15,5, Rejected
572,52,Men,Single,employed,MORTGAGE,Medical,4700000,17500000,2,701,5400000,2300000,11700000,7000000,2.21,15,1, Approved
573,56,Women,Married,employed,MORTGAGE,Education,1300000,2700000,8,627,100000,300000,2600000,1300000,2.15,4,3, Approved
574,77,Men,Married,self employed,MORTGAGE,Personal,3100000,11000000,2,543,5900000,2200000,9000000,2400000,4.51,4,2, Approved
575,48,Men,Married,self employed,OWN,Vehicle,8400000,17500000,18,411,13200000,5300000,31300000,10400000,5.22,0,3, Rejected
576,40,Women,Married,self employed,RENT,Vehicle,1700000,5800000,4,583,2000000,1800000,6000000,2300000,9.7,11,2, Approved
577,54,Women,Single,student,OWN,Education,1900000,7500000,2,889,600000,1100000,7100000,2600000,4.61,16,5, Approved
578,21,Men,Married,student,MORTGAGE,Business,2400000,8600000,8,684,3400000,2400000,6200000,1600000,1.81,12,5, Approved
579,53,Men,Single,self employed,RENT,Vehicle,6800000,20500000,10,578,500000,11800000,27200000,3400000,3.42,16,5, Approved
580,34,Women,Single,employed,MORTGAGE,Personal,2900000,10900000,20,445,6600000,2800000,9300000,2600000,6.17,9,5, Rejected
581,20,Men,Single,self employed,MORTGAGE,Medical,8900000,26300000,10,369,23900000,7000000,27400000,12100000,5.48,14,2, Rejected
582,48,Men,Married,employed,MORTGAGE,Personal,8800000,22200000,18,794,8400000,11900000,21000000,10500000,0.07,13,4, Approved
583,63,Women,Single,student,RENT,Business,8200000,19200000,16,492,16500000,9200000,20000000,7200000,5.72,8,2, Rejected
584,61,Men,Single,self employed,MORTGAGE,Business,3600000,13200000,16,557,9800000,4000000,9900000,2100000,0.56,3,4, Approved
585,36,Women,Single,employed,MORTGAGE,Business,9500000,31800000,6,519,5900000,1300000,28400000,12200000,6.48,10,1, Rejected
586,69,Women,Single,employed,RENT,Education,1900000,5700000,18,699,5500000,200000,6500000,2000000,9.69,5,4, Approved
587,20,Women,Single,employed,MORTGAGE,Business,9100000,24600000,2,741,8000000,4000000,35500000,13600000,8.91,6,3, Approved
588,73,Women,Married,self employed,RENT,Business,1100000,3800000,18,508,200000,1800000,2300000,900000,4.99,5,4, Rejected
589,72,Men,Married,self employed,RENT,Home Renovation,1100000,2800000,10,647,2700000,2000000,4300000,1400000,7.31,12,4, Approved
590,50,Men,Single,student,RENT,Vehicle,9300000,28600000,14,656,17300000,9100000,27400000,12500000,2.21,9,4, Approved
591,42,Women,Single,employed,MORTGAGE,Home Renovation,3900000,10600000,2,439,300000,7600000,14800000,2500000,3.95,8,4, Rejected
592,53,Men,Married,self employed,MORTGAGE,Medical,1500000,4000000,12,350,2900000,1900000,4400000,1200000,5.74,2,5, Rejected
593,47,Women,Married,student,RENT,Medical,800000,2200000,6,493,900000,500000,2800000,1000000,1.64,13,2, Rejected
594,28,Men,Single,student,MORTGAGE,Education,600000,1800000,6,851,100000,1100000,2100000,800000,3.73,17,5, Approved
595,34,Men,Single,employed,RENT,Vehicle,4400000,12500000,18,492,7900000,1200000,10100000,2700000,1.27,5,5, Rejected
596,39,Men,Single,employed,MORTGAGE,Medical,2700000,5400000,6,861,6300000,2400000,6700000,2700000,7.81,14,3, Approved
597,22,Men,Single,student,OWN,Personal,6200000,14600000,2,664,18300000,8400000,16800000,6600000,8.56,13,2, Approved
598,49,Women,Single,employed,RENT,Education,700000,1300000,16,362,2100000,1300000,2000000,1000000,5.63,15,3, Rejected
599,59,Women,Married,employed,OWN,Education,3400000,9400000,6,703,600000,6000000,8600000,2600000,2.45,8,2, Approved
600,59,Women,Married,student,OWN,Vehicle,4900000,16800000,12,758,1700000,2700000,11100000,5900000,7.99,4,3, Approved
601,34,Women,Single,self employed,OWN,Personal,4200000,9700000,2,396,700000,8200000,8600000,4300000,6.17,0,2, Rejected
602,31,Men,Single,student,RENT,Personal,5300000,10600000,2,828,8100000,6700000,17400000,5800000,2.28,16,2, Approved
603,47,Women,Married,employed,RENT,Business,3700000,10000000,20,709,8000000,800000,12000000,2200000,2.97,2,4, Approved
604,48,Men,Married,self employed,MORTGAGE,Business,5600000,17500000,10,528,14200000,2300000,12100000,7200000,7.34,6,5, Rejected
605,30,Men,Married,self employed,OWN,Vehicle,4300000,16000000,14,623,9800000,6700000,17000000,4500000,4.81,9,1, Approved
606,27,Men,Single,employed,OWN,Personal,7100000,24500000,14,599,9100000,7000000,20400000,6800000,0.48,6,3, Approved
607,74,Women,Married,student,OWN,Medical,5400000,12700000,4,622,11000000,3300000,15100000,6500000,8.1,15,5, Approved
608,40,Women,Single,employed,MORTGAGE,Education,6000000,13100000,6,385,16600000,7600000,22000000,7400000,7.91,19,5, Rejected
609,73,Men,Married,employed,MORTGAGE,Vehicle,4100000,12500000,2,579,10900000,7200000,12200000,2000000,9.17,5,4, Approved
610,48,Men,Single,student,RENT,Education,8300000,17900000,20,846,12700000,1300000,26800000,12200000,9.36,13,3, Approved
611,55,Women,Married,student,OWN,Education,8100000,23900000,10,449,7100000,6100000,28300000,8900000,9.31,0,2, Rejected
612,26,Women,Single,student,OWN,Vehicle,7200000,24900000,14,666,3600000,11600000,16600000,5800000,9.22,11,5, Approved
613,77,Men,Married,self employed,OWN,Vehicle,7200000,17500000,4,380,2300000,400000,17500000,6200000,6.92,5,3, Rejected
614,50,Men,Married,student,MORTGAGE,Vehicle,3500000,8100000,4,589,3800000,6700000,12500000,2700000,8.93,18,1, Approved
615,66,Women,Married,self employed,RENT,Personal,6200000,19500000,12,845,9100000,2900000,15300000,4000000,7.88,16,4, Approved
616,37,Women,Married,employed,OWN,Vehicle,5200000,17300000,10,401,2600000,1400000,12700000,6400000,4.84,6,2, Rejected
617,29,Women,Single,student,OWN,Personal,4500000,14500000,2,766,6100000,8400000,17200000,6600000,6.63,8,4, Approved
618,38,Men,Single,self employed,OWN,Education,5400000,15100000,12,522,5200000,4700000,13900000,5700000,0.28,6,4, Rejected
619,50,Men,Single,self employed,RENT,Vehicle,2000000,6900000,6,834,2200000,2800000,6400000,3000000,8.18,11,2, Approved
620,78,Men,Single,student,MORTGAGE,Personal,8900000,25400000,8,588,19400000,12100000,18800000,4500000,9.18,2,4, Approved
621,49,Women,Single,employed,RENT,Home Renovation,5000000,10600000,4,570,11900000,900000,14800000,7100000,8.2,5,3, Approved
622,69,Women,Married,employed,RENT,Education,4900000,17600000,6,860,13600000,7500000,12700000,5600000,7.24,3,5, Approved
623,69,Women,Single,employed,OWN,Business,5300000,19200000,4,655,14200000,6900000,17800000,3900000,9.78,9,5, Approved
624,31,Men,Married,self employed,OWN,Business,8500000,27700000,4,457,3600000,400000,18900000,5200000,7.06,6,3, Approved
625,53,Women,Single,employed,RENT,Medical,700000,2100000,14,863,100000,1200000,2700000,600000,3.97,4,3, Approved
626,47,Men,Married,student,MORTGAGE,Business,5900000,18900000,4,742,10800000,4500000,23200000,8000000,7.5,20,3, Approved
627,41,Women,Single,student,OWN,Education,3500000,13300000,4,798,7400000,5300000,12100000,3600000,0.06,9,5, Approved
628,54,Men,Single,student,MORTGAGE,Medical,7700000,18900000,16,552,15600000,6100000,23900000,6600000,6.03,6,4, Approved
629,44,Women,Single,self employed,MORTGAGE,Education,4500000,12500000,12,418,400000,4300000,12400000,4300000,0.73,12,2, Rejected
630,58,Women,Married,student,OWN,Home Renovation,9100000,22200000,6,419,7400000,600000,18200000,9800000,2.31,0,2, Rejected
631,20,Women,Married,student,OWN,Education,9000000,29900000,2,668,22100000,7200000,24400000,4700000,3.99,19,4, Approved
632,21,Women,Single,employed,OWN,Vehicle,8900000,29200000,8,608,10800000,5200000,33500000,11700000,3.98,20,5, Approved
633,23,Women,Single,student,MORTGAGE,Medical,6500000,13800000,10,342,15300000,2300000,14400000,7300000,4.33,14,4, Rejected
634,77,Men,Single,employed,RENT,Vehicle,8100000,18000000,8,817,1400000,7800000,16900000,10800000,1.19,9,4, Approved
635,40,Women,Married,student,RENT,Medical,8400000,29900000,16,476,16100000,2400000,32700000,7500000,6.48,8,4, Rejected
636,20,Women,Married,self employed,MORTGAGE,Medical,5300000,20000000,6,881,15900000,3700000,19500000,4000000,3.81,12,1, Approved
637,21,Women,Married,self employed,OWN,Vehicle,4100000,15600000,12,838,5500000,4800000,15100000,2700000,1.46,18,3, Approved
638,44,Men,Married,self employed,MORTGAGE,Business,6900000,27400000,4,406,10200000,6500000,23900000,5300000,8.79,8,5, Approved
639,63,Men,Married,employed,OWN,Home Renovation,5200000,19500000,12,778,5200000,4300000,19900000,5800000,5.76,13,4, Approved
640,63,Women,Married,self employed,OWN,Personal,2000000,7400000,14,799,3600000,3700000,4300000,1100000,1.65,19,5, Approved
641,68,Women,Married,employed,MORTGAGE,Business,4600000,17800000,20,716,12600000,2600000,10800000,4500000,2.34,6,3, Approved
642,75,Men,Single,self employed,MORTGAGE,Education,7100000,20100000,16,756,8000000,5000000,17600000,5400000,6.57,18,3, Approved
643,43,Women,Married,employed,MORTGAGE,Vehicle,9300000,20100000,10,743,4800000,1800000,21900000,13600000,4.82,19,4, Approved
644,42,Women,Single,student,RENT,Business,5400000,19400000,20,731,13800000,3200000,20000000,4300000,0.51,5,1, Approved
645,68,Women,Single,self employed,RENT,Business,4100000,8500000,2,833,12000000,0,16200000,3400000,4.07,0,3, Approved
646,64,Men,Single,student,RENT,Personal,4900000,11400000,8,470,12000000,7500000,14700000,4800000,9.2,17,1, Rejected
647,35,Men,Single,student,MORTGAGE,Education,5400000,21200000,20,734,7300000,1800000,11500000,7500000,8.23,16,5, Approved
648,69,Men,Single,student,MORTGAGE,Home Renovation,3000000,9600000,12,620,7900000,0,8600000,3600000,3.64,17,5, Approved
649,62,Women,Single,self employed,MORTGAGE,Business,6800000,14400000,8,812,15200000,4500000,21100000,6400000,8.73,14,2, Approved
650,35,Women,Single,employed,OWN,Personal,5100000,14000000,12,459,9800000,0,10400000,6800000,3.06,15,2, Rejected
651,26,Men,Single,student,OWN,Vehicle,9800000,32600000,10,704,7000000,12100000,30000000,4900000,5.78,12,5, Approved
652,55,Men,Married,student,RENT,Vehicle,1600000,4100000,6,391,4300000,1400000,5700000,700000,5.18,4,5, Rejected
653,28,Men,Married,self employed,MORTGAGE,Business,8000000,29100000,4,421,3100000,12000000,27000000,8800000,5.14,16,2, Approved
654,73,Women,Single,student,MORTGAGE,Vehicle,2900000,6700000,14,796,3800000,3700000,9700000,4200000,2.13,20,4, Approved
655,26,Women,Married,student,MORTGAGE,Vehicle,9200000,30300000,10,607,24000000,16600000,29600000,8900000,5.83,7,4, Approved
656,45,Men,Single,employed,RENT,Personal,9500000,20400000,14,376,2300000,6600000,25900000,8400000,8.16,15,1, Rejected
657,64,Men,Married,employed,RENT,Medical,3700000,8500000,8,424,1900000,5600000,14800000,4100000,8.65,9,1, Rejected
658,68,Women,Married,student,MORTGAGE,Personal,7100000,20800000,6,442,2900000,7100000,28200000,7100000,3.64,11,5, Rejected
659,54,Women,Married,employed,OWN,Education,5600000,17600000,14,448,6700000,3500000,18900000,6800000,8.72,5,1, Rejected
660,25,Women,Married,employed,RENT,Personal,1200000,2700000,2,638,1500000,500000,2700000,1500000,2.48,3,1, Approved
661,28,Men,Married,student,RENT,Personal,1600000,5600000,6,710,3100000,800000,6000000,1600000,1.9,17,2, Approved
662,38,Men,Married,employed,RENT,Education,1600000,4800000,20,641,4200000,1000000,4100000,1400000,9.22,4,5, Approved
663,30,Women,Married,self employed,MORTGAGE,Vehicle,5300000,20200000,10,348,9200000,9500000,17300000,6100000,9.43,12,1, Rejected
664,67,Men,Married,employed,MORTGAGE,Home Renovation,9100000,19900000,20,519,9300000,16400000,28900000,10500000,6.58,8,2, Rejected
665,68,Women,Single,employed,OWN,Home Renovation,9400000,35000000,10,517,10700000,15100000,27500000,6700000,7.83,14,4, Rejected
666,66,Women,Married,self employed,MORTGAGE,Medical,5900000,22400000,6,375,6500000,10500000,18100000,4800000,4.49,11,5, Rejected
667,56,Women,Single,employed,MORTGAGE,Personal,1100000,3400000,10,426,300000,800000,3900000,1400000,6.74,8,4, Rejected
668,29,Women,Single,student,OWN,Medical,3100000,11500000,14,785,3200000,3100000,9100000,4200000,6.44,8,2, Approved
669,75,Men,Married,student,MORTGAGE,Medical,2200000,8600000,20,373,4100000,1300000,5900000,1400000,3.16,4,3, Rejected
670,29,Men,Single,student,MORTGAGE,Home Renovation,6000000,20100000,6,476,13900000,10000000,15200000,5500000,3.17,3,2, Rejected
671,57,Women,Married,student,RENT,Vehicle,2000000,5600000,18,320,2400000,2300000,4600000,2100000,1.48,7,4, Rejected
672,59,Women,Single,self employed,MORTGAGE,Education,7200000,22900000,18,657,14600000,400000,17400000,8800000,4.45,5,2, Approved
673,45,Men,Married,employed,MORTGAGE,Education,500000,1900000,12,868,200000,500000,1800000,300000,3.55,6,1, Approved
674,59,Women,Married,student,RENT,Personal,5800000,13900000,6,345,4000000,9300000,20900000,5500000,0.12,18,4, Rejected
675,48,Men,Married,employed,MORTGAGE,Personal,200000,300000,6,472,400000,100000,700000,0,9.36,13,2, Rejected
676,41,Women,Married,self employed,MORTGAGE,Education,4600000,9500000,20,613,5200000,5900000,13700000,3000000,6.05,2,2, Approved
677,25,Men,Single,student,MORTGAGE,Personal,4600000,12800000,14,769,13100000,8600000,12100000,3500000,8.91,20,5, Approved
678,21,Women,Married,employed,RENT,Home Renovation,6500000,23100000,20,741,11400000,8500000,25700000,7900000,4.41,17,3, Approved
679,59,Men,Married,student,OWN,Business,4400000,16600000,14,889,800000,1400000,14900000,5900000,7.41,12,1, Approved
680,32,Women,Married,self employed,RENT,Education,900000,3600000,10,683,1400000,700000,3500000,400000,0.24,7,5, Approved
681,76,Women,Single,self employed,MORTGAGE,Education,3200000,7400000,18,780,4200000,2600000,9000000,2800000,6.52,0,5, Approved
682,77,Men,Single,employed,RENT,Business,600000,1100000,8,538,500000,800000,1400000,300000,4.81,5,2, Rejected
683,32,Women,Married,self employed,RENT,Business,5200000,12600000,10,721,1100000,8700000,13900000,3600000,6.83,14,2, Approved
684,41,Men,Married,self employed,RENT,Personal,6400000,15200000,14,467,15500000,9100000,18400000,3200000,3.16,10,3, Rejected
685,35,Men,Single,employed,MORTGAGE,Business,1000000,2500000,6,551,1700000,200000,3700000,900000,0.89,13,4, Approved
686,76,Women,Married,student,MORTGAGE,Business,6800000,14800000,14,803,11300000,3300000,19600000,6600000,8.38,5,2, Approved
687,22,Women,Single,self employed,MORTGAGE,Medical,3000000,8400000,10,361,7700000,200000,7300000,1800000,8.6,14,4, Rejected
688,35,Women,Single,student,OWN,Education,8700000,30700000,6,708,20600000,4500000,27600000,9300000,2.33,12,3, Approved
689,37,Women,Married,employed,RENT,Business,8800000,20900000,18,766,13500000,15400000,34500000,13100000,3.88,11,2, Approved
690,37,Women,Married,self employed,RENT,Personal,3900000,11500000,2,464,9300000,5700000,12400000,5100000,1.89,20,4, Rejected
691,21,Women,Single,employed,OWN,Home Renovation,1700000,4300000,2,517,100000,200000,6200000,1600000,6.78,17,4, Rejected
692,68,Women,Single,student,OWN,Vehicle,900000,2300000,6,747,1200000,200000,2900000,600000,9.47,8,4, Approved
693,45,Men,Single,employed,RENT,Medical,7200000,24700000,6,596,8800000,1400000,21700000,5800000,0.76,20,2, Approved
694,36,Women,Married,employed,OWN,Personal,9200000,25400000,2,783,25400000,2000000,19600000,12400000,0.86,15,5, Approved
695,60,Men,Single,self employed,MORTGAGE,Personal,5700000,19400000,2,335,7400000,10600000,20600000,7100000,2.43,10,4, Approved
696,51,Women,Single,employed,RENT,Vehicle,1100000,2700000,4,889,1900000,1000000,2200000,500000,7.79,15,2, Approved
697,37,Women,Married,self employed,OWN,Education,1100000,2200000,4,874,1900000,1300000,2100000,900000,7.59,2,4, Approved
698,64,Women,Single,employed,RENT,Business,6000000,23900000,4,394,6700000,5800000,21900000,4500000,6.21,15,4, Approved
699,58,Women,Single,self employed,RENT,Education,8100000,28500000,20,420,1500000,1400000,31800000,10000000,3.25,14,2, Rejected
700,73,Men,Married,employed,MORTGAGE,Business,6500000,25100000,20,848,11500000,8600000,17400000,4400000,4.11,7,3, Approved
701,32,Men,Married,student,OWN,Personal,7600000,17900000,16,788,1700000,7800000,27100000,5900000,2.59,14,1, Approved
702,48,Women,Single,self employed,OWN,Home Renovation,2200000,4900000,8,509,3800000,0,5400000,2900000,0.25,12,5, Rejected
703,54,Women,Married,student,MORTGAGE,Personal,6300000,23900000,6,899,-100000,11400000,20600000,6700000,9.92,11,4, Approved
704,40,Men,Single,student,RENT,Medical,6700000,15800000,12,466,7500000,4600000,19900000,6600000,1.52,11,4, Rejected
705,42,Men,Married,student,RENT,Medical,1300000,4300000,2,595,1300000,500000,2900000,1500000,0.1,3,4, Approved
706,79,Women,Single,self employed,MORTGAGE,Home Renovation,2800000,6700000,12,322,1900000,2000000,8600000,2100000,0.91,10,4, Rejected
707,21,Women,Married,student,RENT,Education,7000000,18900000,2,691,6300000,7400000,15200000,3900000,1.51,15,2, Approved
708,74,Women,Married,student,OWN,Medical,8800000,26700000,10,379,10100000,15500000,27000000,9700000,5.4,7,1, Rejected
709,62,Women,Single,employed,MORTGAGE,Personal,8900000,25800000,18,531,12400000,3400000,22900000,5400000,0.82,8,5, Rejected
710,62,Men,Married,self employed,OWN,Home Renovation,7000000,21800000,4,631,8100000,7100000,14600000,10000000,1.16,7,5, Approved
711,36,Men,Married,self employed,OWN,Medical,6900000,18600000,10,330,19600000,9400000,16400000,4500000,2.13,2,4, Rejected
712,66,Women,Single,employed,RENT,Personal,9200000,29200000,16,383,17700000,13300000,30400000,5700000,4.68,17,1, Rejected
713,20,Men,Married,employed,RENT,Personal,6100000,19700000,16,678,13700000,2300000,19300000,5500000,7.95,14,2, Approved
714,36,Men,Single,student,RENT,Vehicle,4400000,14700000,8,894,11400000,6300000,9400000,2400000,0.75,6,2, Approved
715,58,Men,Married,self employed,RENT,Personal,9900000,22700000,12,567,28300000,9900000,29700000,5400000,1.89,18,1, Approved
716,64,Women,Married,student,RENT,Medical,3900000,14000000,4,708,700000,1800000,15600000,5200000,8.9,2,5, Approved
717,73,Women,Single,student,OWN,Home Renovation,6800000,21200000,2,433,10700000,1900000,23200000,6300000,3.03,5,4, Approved
718,55,Women,Married,self employed,MORTGAGE,Home Renovation,3600000,8700000,14,302,6400000,3700000,7800000,4100000,5.12,20,1, Rejected
719,47,Women,Single,employed,RENT,Home Renovation,700000,2600000,14,736,2100000,600000,1900000,400000,1.36,20,2, Approved
720,67,Men,Single,employed,RENT,Education,4000000,8500000,6,323,11200000,1000000,14300000,4100000,0.34,17,2, Rejected
721,59,Men,Single,student,OWN,Vehicle,1800000,4100000,12,670,1900000,2900000,4700000,2200000,6.92,19,2, Approved
722,54,Men,Married,self employed,RENT,Home Renovation,5600000,21000000,12,609,8800000,11000000,15800000,4900000,2.04,19,5, Approved
723,37,Women,Single,employed,RENT,Education,6800000,24200000,18,349,18800000,0,15800000,9400000,7.26,1,2, Rejected
724,65,Women,Married,student,RENT,Education,600000,1500000,2,319,100000,1100000,2100000,600000,5.76,2,5, Rejected
725,54,Women,Single,self employed,MORTGAGE,Business,4200000,16200000,14,391,5800000,2100000,14100000,2600000,3.31,13,5, Rejected
